热搜排名,热搜标题,描述,热搜指数,链接地址,封图链接
0,春节置办年货 习近平最关心这些,置办年货是中国人过春节特殊的“仪式感”。炸排叉、江米条、平遥牛肉、饺子醋……这些都是习近平总书记采购过的特色年货。办年货，总书记最关心的事是什么？,7960242,https://m.baidu.com/s?word=%E6%98%A5%E8%8A%82%E7%BD%AE%E5%8A%9E%E5%B9%B4%E8%B4%A7+%E4%B9%A0%E8%BF%91%E5%B9%B3%E6%9C%80%E5%85%B3%E5%BF%83%E8%BF%99%E4%BA%9B&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/40bb09b085956cf527f462178cb6919b
1,舅舅送一车新年礼 外甥女却笑不出来,近日，一位舅舅过年回家送给外甥女满满一车的礼物，外甥女看见后感觉天都塌了。网友：这一车练习册不便宜啊。,7969623,https://m.baidu.com/s?word=%E8%88%85%E8%88%85%E9%80%81%E4%B8%80%E8%BD%A6%E6%96%B0%E5%B9%B4%E7%A4%BC+%E5%A4%96%E7%94%A5%E5%A5%B3%E5%8D%B4%E7%AC%91%E4%B8%8D%E5%87%BA%E6%9D%A5&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/35933ac904ddaa09d25b2c0504b6232c
2,春节档豆瓣开分 哪吒8.5断层第一,,7835218,https://m.baidu.com/s?word=%E6%98%A5%E8%8A%82%E6%A1%A3%E8%B1%86%E7%93%A3%E5%BC%80%E5%88%86+%E5%93%AA%E5%90%928.5%E6%96%AD%E5%B1%82%E7%AC%AC%E4%B8%80&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
3,年是盼头 更是奔头,春节，是一个承载着中国人对家的深厚情感的节日，每逢此时，无论身在何处，远行的人都会从天南海北回到那个充满温暖与爱的地方。临近岁末，我们总是满怀期盼踏上归途，希望与家人分享这一年来的酸甜苦辣。,7784827,https://m.baidu.com/s?word=%E5%B9%B4%E6%98%AF%E7%9B%BC%E5%A4%B4+%E6%9B%B4%E6%98%AF%E5%A5%94%E5%A4%B4&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/fe55a749a43299863c700a2c90b795fc
4,雷峰塔下真有压了千年的白色虫子,据报道，雷峰塔重建之后，把下面的地宫都挖出来了。令人惊讶的是，里面真的有压了千年的小白，重建时发现一只白色的、活着的虫子。,7663665,https://m.baidu.com/s?word=%E9%9B%B7%E5%B3%B0%E5%A1%94%E4%B8%8B%E7%9C%9F%E6%9C%89%E5%8E%8B%E4%BA%86%E5%8D%83%E5%B9%B4%E7%9A%84%E7%99%BD%E8%89%B2%E8%99%AB%E5%AD%90&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/24a385de600bef523d7b71110ac9508a
5,娜然封神2首映再现妲己花瓣妆,近日，在电影《封神2》北京首映礼中，娜然再现妲己花瓣妆。,7522531,https://m.baidu.com/s?word=%E5%A8%9C%E7%84%B6%E5%B0%81%E7%A5%9E2%E9%A6%96%E6%98%A0%E5%86%8D%E7%8E%B0%E5%A6%B2%E5%B7%B1%E8%8A%B1%E7%93%A3%E5%A6%86&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/3ecdc429cdc28d05f2fd4e959fc69878
6,与军机相撞坠毁的美国客机载有64人,当地时间1月29日，美国航空公司表示，在美国罗纳德·里根华盛顿国家机场附近坠毁的飞机上有60名乘客和4名机组人员。,7446960,https://m.baidu.com/s?word=%E4%B8%8E%E5%86%9B%E6%9C%BA%E7%9B%B8%E6%92%9E%E5%9D%A0%E6%AF%81%E7%9A%84%E7%BE%8E%E5%9B%BD%E5%AE%A2%E6%9C%BA%E8%BD%BD%E6%9C%8964%E4%BA%BA&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/bf00d67531ac79cf426ee4e4c489be35
7,英歌舞鼓声一响 许凯也被吸引了,春节锣鼓一响，英歌舞登场。许凯邀请大家感受广东的传统年俗。,7352173,https://m.baidu.com/s?word=%E8%8B%B1%E6%AD%8C%E8%88%9E%E9%BC%93%E5%A3%B0%E4%B8%80%E5%93%8D+%E8%AE%B8%E5%87%AF%E4%B9%9F%E8%A2%AB%E5%90%B8%E5%BC%95%E4%BA%86&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/4d4e4dc441b5aa34b9a05462f6747398
8,春晚导演：希望观众对我们宽容一点,近日，蛇年春晚总导演携主创亮相，看得出来导演是真被骂怕了，喊话观众对她们宽容一点。,7244868,https://m.baidu.com/s?word=%E6%98%A5%E6%99%9A%E5%AF%BC%E6%BC%94%EF%BC%9A%E5%B8%8C%E6%9C%9B%E8%A7%82%E4%BC%97%E5%AF%B9%E6%88%91%E4%BB%AC%E5%AE%BD%E5%AE%B9%E4%B8%80%E7%82%B9&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/effa58f6eb5e61547200a3b1d8e5b02c
9,到博物馆过个文化年,2025乙巳蛇年到来之际，各地博物馆成为人们过节出游的新选择，看文物，品年味，感受中华优秀传统文化的厚重和魅力。,7129534,https://m.baidu.com/s?word=%E5%88%B0%E5%8D%9A%E7%89%A9%E9%A6%86%E8%BF%87%E4%B8%AA%E6%96%87%E5%8C%96%E5%B9%B4&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/bf03e3055306947a491be45da2bb5646
