热搜排名,热搜标题,描述,热搜指数,链接地址,封图链接
0,习近平就珠海撞人案件作重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调：全力救治伤员，依法严惩凶手，加强风险源头防控，严防发生极端案件。,7943500,https://m.baidu.com/s?word=%E4%B9%A0%E8%BF%91%E5%B9%B3%E5%B0%B1%E7%8F%A0%E6%B5%B7%E6%92%9E%E4%BA%BA%E6%A1%88%E4%BB%B6%E4%BD%9C%E9%87%8D%E8%A6%81%E6%8C%87%E7%A4%BA&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/7079819e3a20186c6f9b93ec3e116965
1,珠海航展“榜一大哥”来进货了,11月12日，珠海航展迎来了沙特阿拉伯的官方代表团。这个被戏称为“榜一大哥”的代表团，以其强大的购买力，成为了全场的焦点。,7992469,https://m.baidu.com/s?word=%E7%8F%A0%E6%B5%B7%E8%88%AA%E5%B1%95%E2%80%9C%E6%A6%9C%E4%B8%80%E5%A4%A7%E5%93%A5%E2%80%9D%E6%9D%A5%E8%BF%9B%E8%B4%A7%E4%BA%86&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/5a7ef13a88d2a6bde1bbef262fdf470d
2,春节、五一法定节假日各加1天,11月12日，国务院公布2025年部分节假日安排，春节4天通过调休放假至少8天，较原来加1天，五一假期增加到2天。,7824354,https://m.baidu.com/s?word=%E6%98%A5%E8%8A%82%E3%80%81%E4%BA%94%E4%B8%80%E6%B3%95%E5%AE%9A%E8%8A%82%E5%81%87%E6%97%A5%E5%90%84%E5%8A%A01%E5%A4%A9&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/6fe3178e6e8c3322ea7093c6d611ee56
3,双11快递量创历年“双11”当日新高,11月11日，全国邮政快递企业共处理快递包裹7.01亿件，是日常业务量的151%，同比增长9.7%。创历年“双11”当日新高。,7753628,https://m.baidu.com/s?word=%E5%8F%8C11%E5%BF%AB%E9%80%92%E9%87%8F%E5%88%9B%E5%8E%86%E5%B9%B4%E2%80%9C%E5%8F%8C11%E2%80%9D%E5%BD%93%E6%97%A5%E6%96%B0%E9%AB%98&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/ce5fd7fb14514354a43cd78ce95bab7b
4,国防部原部长梁光烈同志逝世,2024年11月12日2时43分，中央军委原委员、原国务委员兼国防部部长梁光烈同志，因病在北京逝世，享年84岁。,7691222,https://m.baidu.com/s?word=%E5%9B%BD%E9%98%B2%E9%83%A8%E5%8E%9F%E9%83%A8%E9%95%BF%E6%A2%81%E5%85%89%E7%83%88%E5%90%8C%E5%BF%97%E9%80%9D%E4%B8%96&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/35376205de0ec00f9cc331ebb5a8249a
5,女子一家五口搬回农村“逆向”养娃,12日，河南周口一对夫妻因龙凤胎早产且体质差，决定搬回农村“逆向”养娃，孩子妈妈：虽然养得不是很干净，但是真的很“皮实”。,7581107,https://m.baidu.com/s?word=%E5%A5%B3%E5%AD%90%E4%B8%80%E5%AE%B6%E4%BA%94%E5%8F%A3%E6%90%AC%E5%9B%9E%E5%86%9C%E6%9D%91%E2%80%9C%E9%80%86%E5%90%91%E2%80%9D%E5%85%BB%E5%A8%83&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/1f0ddee2160d089510e48d6857785d2f
6,以后除夕都放假,,7488585,https://m.baidu.com/s?word=%E4%BB%A5%E5%90%8E%E9%99%A4%E5%A4%95%E9%83%BD%E6%94%BE%E5%81%87&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
7,12位讨厌的明星聚岛上的综艺真来了,近日，综艺《登录可爱岛》计划邀请12位网友讨厌的明星，聚集在岛上录制真人秀。胡彦斌直接问制片人：会不会邀请杨子？,7396049,https://m.baidu.com/s?word=12%E4%BD%8D%E8%AE%A8%E5%8E%8C%E7%9A%84%E6%98%8E%E6%98%9F%E8%81%9A%E5%B2%9B%E4%B8%8A%E7%9A%84%E7%BB%BC%E8%89%BA%E7%9C%9F%E6%9D%A5%E4%BA%86&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/92e223efb847264382a0b674e73febe7
8,珠海航展惊现中国版变形金刚,11月12日，陆地航母珠海航展完成全球公开首飞，被称为中国版变形金刚，科幻电影照进现实。,7213251,https://m.baidu.com/s?word=%E7%8F%A0%E6%B5%B7%E8%88%AA%E5%B1%95%E6%83%8A%E7%8E%B0%E4%B8%AD%E5%9B%BD%E7%89%88%E5%8F%98%E5%BD%A2%E9%87%91%E5%88%9A&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/90e01591b990de2cc0be74715aab4343
9,A股跳水原因找到了,11月12日，市场全天冲高回落，沪指领跌。截至收盘，沪指跌1.39%，深成指跌0.65%，创业板指跌0.07%。,7143495,https://m.baidu.com/s?word=A%E8%82%A1%E8%B7%B3%E6%B0%B4%E5%8E%9F%E5%9B%A0%E6%89%BE%E5%88%B0%E4%BA%86&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/ecc91db6552a8c7e18616ff1791e40e9
10,金价再跳水 网友：还是太贵了,,7098085,https://m.baidu.com/s?word=%E9%87%91%E4%BB%B7%E5%86%8D%E8%B7%B3%E6%B0%B4+%E7%BD%91%E5%8F%8B%EF%BC%9A%E8%BF%98%E6%98%AF%E5%A4%AA%E8%B4%B5%E4%BA%86&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
11,走私进口洋垃圾大案告破,,6943872,https://m.baidu.com/s?word=%E8%B5%B0%E7%A7%81%E8%BF%9B%E5%8F%A3%E6%B4%8B%E5%9E%83%E5%9C%BE%E5%A4%A7%E6%A1%88%E5%91%8A%E7%A0%B4&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
12,餐厅爆炸掀翻汽车？系剧组拍摄,近日，一段“餐厅外爆炸冲击波掀翻多辆汽车”的视频引起广泛关注，该餐厅工作人员回应称，视频中的爆炸画面系影视拍摄。,6836125,https://m.baidu.com/s?word=%E9%A4%90%E5%8E%85%E7%88%86%E7%82%B8%E6%8E%80%E7%BF%BB%E6%B1%BD%E8%BD%A6%EF%BC%9F%E7%B3%BB%E5%89%A7%E7%BB%84%E6%8B%8D%E6%91%84&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/aca595c8afd6e489a9549c1f25b1568c
13,中国量产超跑纽北首测完成,,6762026,https://m.baidu.com/s?word=%E4%B8%AD%E5%9B%BD%E9%87%8F%E4%BA%A7%E8%B6%85%E8%B7%91%E7%BA%BD%E5%8C%97%E9%A6%96%E6%B5%8B%E5%AE%8C%E6%88%90&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
14,孕妈顺产时不会用力满脸都是出血点,10日，山东一女子顺产时不会用力致毛细血管破裂，其老公看到后哭红了眼睛。医生提醒：可先冷敷1-2天，不再出血后再选择热敷。,6688793,https://m.baidu.com/s?word=%E5%AD%95%E5%A6%88%E9%A1%BA%E4%BA%A7%E6%97%B6%E4%B8%8D%E4%BC%9A%E7%94%A8%E5%8A%9B%E6%BB%A1%E8%84%B8%E9%83%BD%E6%98%AF%E5%87%BA%E8%A1%80%E7%82%B9&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/1942ebec2caef2ab7c8eae24e255b365
15,合新铁路被曝以次充好,近日，有记者在合新铁路建设现场发现，多家施工单位为节省成本，以次充好。一些已铺设的材料存在“一割就开”“一扯就断”的现象。,6534928,https://m.baidu.com/s?word=%E5%90%88%E6%96%B0%E9%93%81%E8%B7%AF%E8%A2%AB%E6%9B%9D%E4%BB%A5%E6%AC%A1%E5%85%85%E5%A5%BD&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/4535e8850874c40c767947cf80bb2b6b
16,沈阳现万米丁达尔效应,11月12日，辽宁沈阳城市上空出现万米长的“丁达尔效应”，阳光透过晨雾照射到大街小巷，现场蔚为壮观。,6447353,https://m.baidu.com/s?word=%E6%B2%88%E9%98%B3%E7%8E%B0%E4%B8%87%E7%B1%B3%E4%B8%81%E8%BE%BE%E5%B0%94%E6%95%88%E5%BA%94&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/9ddb7aab377f5405484fa5cf5f675565
17,曾经“最赚钱”的地铁公司巨亏,,6372496,https://m.baidu.com/s?word=%E6%9B%BE%E7%BB%8F%E2%80%9C%E6%9C%80%E8%B5%9A%E9%92%B1%E2%80%9D%E7%9A%84%E5%9C%B0%E9%93%81%E5%85%AC%E5%8F%B8%E5%B7%A8%E4%BA%8F&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
18,官方：保证小学生睡眠时间达10小时,,6221319,https://m.baidu.com/s?word=%E5%AE%98%E6%96%B9%EF%BC%9A%E4%BF%9D%E8%AF%81%E5%B0%8F%E5%AD%A6%E7%94%9F%E7%9D%A1%E7%9C%A0%E6%97%B6%E9%97%B4%E8%BE%BE10%E5%B0%8F%E6%97%B6&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
19,李子柒拿柴房造了一个森林衣帽间,11月12日，李子柒回归连续更新2条视频，用柴房造了一个森林衣帽间，引发广泛关注。,6149093,https://m.baidu.com/s?word=%E6%9D%8E%E5%AD%90%E6%9F%92%E6%8B%BF%E6%9F%B4%E6%88%BF%E9%80%A0%E4%BA%86%E4%B8%80%E4%B8%AA%E6%A3%AE%E6%9E%97%E8%A1%A3%E5%B8%BD%E9%97%B4&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/6da5e4e03f290734fd4b26a3a8dcc015
20,“水果之王”榴莲缘何降价,近日，榴莲降价成为热点话题，多地水果店纷纷推出促销活动。据悉，进口榴莲供应充足，成为此次降价的主要原因。,6075655,https://m.baidu.com/s?word=%E2%80%9C%E6%B0%B4%E6%9E%9C%E4%B9%8B%E7%8E%8B%E2%80%9D%E6%A6%B4%E8%8E%B2%E7%BC%98%E4%BD%95%E9%99%8D%E4%BB%B7&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/79e4be2f70c57cc7d6e18cb2b8223931
21,男子被误诊感染HPV 10天花光积蓄,近日，一男子在上海被误诊感染HPV，治疗10天花光积蓄无效，换院复查指标正常。医调委介入，但双方未就解决方案达成共识。,5983805,https://m.baidu.com/s?word=%E7%94%B7%E5%AD%90%E8%A2%AB%E8%AF%AF%E8%AF%8A%E6%84%9F%E6%9F%93HPV+10%E5%A4%A9%E8%8A%B1%E5%85%89%E7%A7%AF%E8%93%84&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/b74e272722e127fd4a5273ad32989feb
22,宋再临去世,11月12日，据韩媒报道，演员宋再临被发现在家中离世，终年39岁，韩国演艺界众多同仁纷纷哀悼。,5880906,https://m.baidu.com/s?word=%E5%AE%8B%E5%86%8D%E4%B8%B4%E5%8E%BB%E4%B8%96&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/7077eefc2215b821ff5195193cea1213
23,华为Mate70真机图曝光,,5734818,https://m.baidu.com/s?word=%E5%8D%8E%E4%B8%BAMate70%E7%9C%9F%E6%9C%BA%E5%9B%BE%E6%9B%9D%E5%85%89&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
