排名,标题,链接,热点
1,T1战胜iG,https://s.weibo.com/weibo?q=%23%E6%96%B0%E5%BE%81%E7%A8%8B%E4%B8%8A%E6%AF%8F%E4%BD%8D%E5%A6%87%E5%A5%B3%E9%83%BD%E6%98%AF%E4%B8%BB%E8%A7%92%23&Refer=new_time, 2986256
2,iG对战T1,https://s.weibo.com/weibo?q=T1%E6%88%98%E8%83%9CiG&t=31&band_rank=1&Refer=top, 2165816
3,第二届世界中国学大会,https://s.weibo.com/weibo?q=%23iG%E5%AF%B9%E6%88%98T1%23&t=31&band_rank=2&Refer=top, 1541992
4,美团失眠新药副作用全额退,https://s.weibo.com/weibo?q=%23%E7%AC%AC%E4%BA%8C%E5%B1%8A%E4%B8%96%E7%95%8C%E4%B8%AD%E5%9B%BD%E5%AD%A6%E5%A4%A7%E4%BC%9A%23&t=31&band_rank=3&Refer=top, 
5,往届生的天塌了,https://s.weibo.comjavascript:void(0);, 969241
6,菜鸟驿站对取件未出库罚款100元,https://s.weibo.com/weibo?q=%E5%BE%80%E5%B1%8A%E7%94%9F%E7%9A%84%E5%A4%A9%E5%A1%8C%E4%BA%86&t=31&band_rank=4&Refer=top, 588070
7,iG回家,https://s.weibo.com/weibo?q=%23%E8%8F%9C%E9%B8%9F%E9%A9%BF%E7%AB%99%E5%AF%B9%E5%8F%96%E4%BB%B6%E6%9C%AA%E5%87%BA%E5%BA%93%E7%BD%9A%E6%AC%BE100%E5%85%83%23&t=31&band_rank=5&Refer=top, 576577
8,Wei什么,https://s.weibo.com/weibo?q=iG%E5%9B%9E%E5%AE%B6&t=31&band_rank=6&Refer=top, 367080
9,TheShy在干啥,https://s.weibo.com/weibo?q=%23Wei%E4%BB%80%E4%B9%88%23&t=31&band_rank=7&Refer=top, 236863
10,Wei龙坑排眼,https://s.weibo.com/weibo?q=TheShy%E5%9C%A8%E5%B9%B2%E5%95%A5&t=31&band_rank=8&Refer=top, 220767
11,iG止步入围赛,https://s.weibo.com/weibo?q=Wei%E9%BE%99%E5%9D%91%E6%8E%92%E7%9C%BC&t=31&band_rank=9&Refer=top, 212111
12,京东11.11真的包了一辆高铁,https://s.weibo.com/weibo?q=%23iG%E6%AD%A2%E6%AD%A5%E5%85%A5%E5%9B%B4%E8%B5%9B%23&t=31&band_rank=10&Refer=top, 210070
13,陈都灵身上的飘带20多斤,https://s.weibo.com/weibo?q=%23%E4%BA%AC%E4%B8%9C11.11%E7%9C%9F%E7%9A%84%E5%8C%85%E4%BA%86%E4%B8%80%E8%BE%86%E9%AB%98%E9%93%81%23&t=31&band_rank=11&Refer=top, 209619
14,印度女医学生与朋友外出遭轮奸,https://s.weibo.com/weibo?q=%E9%99%88%E9%83%BD%E7%81%B5%E8%BA%AB%E4%B8%8A%E7%9A%84%E9%A3%98%E5%B8%A620%E5%A4%9A%E6%96%A4&t=31&band_rank=12&Refer=top, 209617
15,TheShy上单韦鲁斯,https://s.weibo.com/weibo?q=%23%E5%8D%B0%E5%BA%A6%E5%A5%B3%E5%8C%BB%E5%AD%A6%E7%94%9F%E4%B8%8E%E6%9C%8B%E5%8F%8B%E5%A4%96%E5%87%BA%E9%81%AD%E8%BD%AE%E5%A5%B8%23&t=31&band_rank=13&Refer=top, 208401
16,阳澄湖大闸蟹今年是淹死了吗,https://s.weibo.com/weibo?q=%23TheShy%E4%B8%8A%E5%8D%95%E9%9F%A6%E9%B2%81%E6%96%AF%23&t=31&band_rank=14&Refer=top, 200082
