热搜排名,热搜标题,描述,热搜指数,链接地址,封图链接
0,习近平：要多抓造福人民的工程,11日，在甘肃考察的习近平总书记听取了甘肃引洮供水工程建设运行情况汇报。他说引洮供水工程建得很好，要多抓造福人民的工程。,4991246,https://m.baidu.com/s?word=%E4%B9%A0%E8%BF%91%E5%B9%B3%EF%BC%9A%E8%A6%81%E5%A4%9A%E6%8A%93%E9%80%A0%E7%A6%8F%E4%BA%BA%E6%B0%91%E7%9A%84%E5%B7%A5%E7%A8%8B&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/8394c7a9f92c0c31b0fe37b3b237f690
1,普京会见王毅,据外交部消息，2024年9月12日，俄罗斯总统普京在圣彼得堡会见中共中央政治局委员、中央外办主任王毅。,4957085,https://m.baidu.com/s?word=%E6%99%AE%E4%BA%AC%E4%BC%9A%E8%A7%81%E7%8E%8B%E6%AF%85&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/1aeefe5be1fcbe6c423451f9d6f34096
2,姐弟外出失联 弟弟遗体在水中被发现,近日，四川江油一对姐弟外出失联，弟弟遗体在水中被发现，姐姐仍下落不明。当地相关部门已经介入搜寻。,4871712,https://m.baidu.com/s?word=%E5%A7%90%E5%BC%9F%E5%A4%96%E5%87%BA%E5%A4%B1%E8%81%94+%E5%BC%9F%E5%BC%9F%E9%81%97%E4%BD%93%E5%9C%A8%E6%B0%B4%E4%B8%AD%E8%A2%AB%E5%8F%91%E7%8E%B0&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/8cb271d165b9687a859275ca905403d3
3,一图速览2024服贸会,9月12日，2024年中国国际服务贸易交易会在首都北京开幕，聚焦“共享智慧服务，共促开放发展”，一图速览。,4785834,https://m.baidu.com/s?word=%E4%B8%80%E5%9B%BE%E9%80%9F%E8%A7%882024%E6%9C%8D%E8%B4%B8%E4%BC%9A&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/01025260bf0ddf5cfcb5d3fca7c173ee
4,柯文哲妻子：我们已经家破人亡,,4689443,https://m.baidu.com/s?word=%E6%9F%AF%E6%96%87%E5%93%B2%E5%A6%BB%E5%AD%90%EF%BC%9A%E6%88%91%E4%BB%AC%E5%B7%B2%E7%BB%8F%E5%AE%B6%E7%A0%B4%E4%BA%BA%E4%BA%A1&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
5,这座东北小城，超900个机构被撤销,近期，多地大批撤销议事协调机构，东北小城通榆县也因此进入公众视野。在本轮地方机构改革中，通榆县撤销议事协调机构超900个。,4510194,https://m.baidu.com/s?word=%E8%BF%99%E5%BA%A7%E4%B8%9C%E5%8C%97%E5%B0%8F%E5%9F%8E%EF%BC%8C%E8%B6%85900%E4%B8%AA%E6%9C%BA%E6%9E%84%E8%A2%AB%E6%92%A4%E9%94%80&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/b06baa834fae1a448311b591d10fcf0d
6,上海出现一只在逃吗喽,9月12日，上海金山有居民发现，有一只猴子出现在小区附近，似乎是野生动物。经野保部门确认，该猴子是国家二级保护动物猕猴。,4409564,https://m.baidu.com/s?word=%E4%B8%8A%E6%B5%B7%E5%87%BA%E7%8E%B0%E4%B8%80%E5%8F%AA%E5%9C%A8%E9%80%83%E5%90%97%E5%96%BD&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/15c7fdc8a886943cebacd05b9f4fd885
7,天津上空现巨大不明黑圈,,4347277,https://m.baidu.com/s?word=%E5%A4%A9%E6%B4%A5%E4%B8%8A%E7%A9%BA%E7%8E%B0%E5%B7%A8%E5%A4%A7%E4%B8%8D%E6%98%8E%E9%BB%91%E5%9C%88&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
8,马斯克1.5亿美元在北京买房？假,近日，有谣言称“马斯克1.5亿美元在北京买房”在全网流传，引发关注。消息不实，相关内容已被清理，其中部分账号予以封停处置。,4280461,https://m.baidu.com/s?word=%E9%A9%AC%E6%96%AF%E5%85%8B1.5%E4%BA%BF%E7%BE%8E%E5%85%83%E5%9C%A8%E5%8C%97%E4%BA%AC%E4%B9%B0%E6%88%BF%EF%BC%9F%E5%81%87&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/eebe408222f7dc21acdaaa91820ddd27
9,人民币为何大涨,,4191715,https://m.baidu.com/s?word=%E4%BA%BA%E6%B0%91%E5%B8%81%E4%B8%BA%E4%BD%95%E5%A4%A7%E6%B6%A8&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
10,网民建议取消强制报废年限,,4086573,https://m.baidu.com/s?word=%E7%BD%91%E6%B0%91%E5%BB%BA%E8%AE%AE%E5%8F%96%E6%B6%88%E5%BC%BA%E5%88%B6%E6%8A%A5%E5%BA%9F%E5%B9%B4%E9%99%90&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
11,业内人士：现在是买房最友好的时期,,3976061,https://m.baidu.com/s?word=%E4%B8%9A%E5%86%85%E4%BA%BA%E5%A3%AB%EF%BC%9A%E7%8E%B0%E5%9C%A8%E6%98%AF%E4%B9%B0%E6%88%BF%E6%9C%80%E5%8F%8B%E5%A5%BD%E7%9A%84%E6%97%B6%E6%9C%9F&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
12,爸爸把家爆改玩具城堡帮女儿戒手机瘾,,3845556,https://m.baidu.com/s?word=%E7%88%B8%E7%88%B8%E6%8A%8A%E5%AE%B6%E7%88%86%E6%94%B9%E7%8E%A9%E5%85%B7%E5%9F%8E%E5%A0%A1%E5%B8%AE%E5%A5%B3%E5%84%BF%E6%88%92%E6%89%8B%E6%9C%BA%E7%98%BE&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
13,臭名昭著的“中国行动计划”死灰复燃,,3740320,https://m.baidu.com/s?word=%E8%87%AD%E5%90%8D%E6%98%AD%E8%91%97%E7%9A%84%E2%80%9C%E4%B8%AD%E5%9B%BD%E8%A1%8C%E5%8A%A8%E8%AE%A1%E5%88%92%E2%80%9D%E6%AD%BB%E7%81%B0%E5%A4%8D%E7%87%83&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
14,24岁生下唐氏综合征患儿母亲发声,"24岁的邵女士在她的孩子被诊断出唐氏综合征后,在社交媒体上分享了她的经历,强调“不要神化无创,理性看待无创”。",3684460,https://m.baidu.com/s?word=24%E5%B2%81%E7%94%9F%E4%B8%8B%E5%94%90%E6%B0%8F%E7%BB%BC%E5%90%88%E5%BE%81%E6%82%A3%E5%84%BF%E6%AF%8D%E4%BA%B2%E5%8F%91%E5%A3%B0&sa=fyb_news,https://fyb-2.cdn.bcebos.com/hotboard_image/d6e82f558ec6a2a6cc0862dc9f6e8449
15,女儿跟爸爸逗着玩被一脚踹趴,,3576272,https://m.baidu.com/s?word=%E5%A5%B3%E5%84%BF%E8%B7%9F%E7%88%B8%E7%88%B8%E9%80%97%E7%9D%80%E7%8E%A9%E8%A2%AB%E4%B8%80%E8%84%9A%E8%B8%B9%E8%B6%B4&sa=fyb_news,https://fyb-1.cdn.bcebos.com/fyb/de6163834f53ca92c1273fff98ac9078.jpeg
